Timestamp,Temperature,Wind Speed,Pressure,Humidity
2020-01-01T05:30:00,4.2,1.5,995,63
2020-01-01T05:45:00,3.9,1.5,995,64
2020-01-01T06:00:00,3.5,1.9,995,66
2020-01-01T06:15:00,3,2.29,996,68
2020-01-01T06:30:00,2.6,2.7,996,70
2020-01-01T06:45:00,2.2,3.1,996,72
2020-01-01T07:00:00,2.2,3.1,996,72
2020-01-01T07:15:00,2.2,2.93,996,73
2020-01-01T07:30:00,2.2,2.76,996,74
2020-01-01T07:45:00,2.2,2.6,997,75
2020-01-01T08:00:00,2.9,2.47,997,73
2020-01-01T08:15:00,3.6,2.35,997,71
2020-01-01T08:30:00,4.3,2.22,997,69
2020-01-01T08:45:00,5,2.1,998,67
2020-01-01T09:00:00,5.8,2.35,998,64
2020-01-01T09:15:00,6.7,2.6,998,61
2020-01-01T09:30:00,7.5,2.85,998,58
2020-01-01T09:45:00,8.3,3.1,999,55
2020-01-01T10:00:00,8.9,3.47,999,53
2020-01-01T10:15:00,9.4,3.84,999,51
2020-01-01T10:30:00,10,4.22,999,49
2020-01-01T10:45:00,10.6,4.59,999,47
2020-01-01T11:00:00,10.6,4.72,998,47
2020-01-01T11:15:00,10.6,4.84,998,46
2020-01-01T11:30:00,10.6,4.97,998,46
2020-01-01T11:45:00,10.6,5.09,998,45
2020-01-01T12:00:00,10.9,5.37,998,45
2020-01-01T12:15:00,11.1,5.65,997,45
2020-01-01T12:30:00,11.4,5.92,997,44
2020-01-01T12:45:00,11.7,6.2,997,44
2020-01-01T13:00:00,11.7,6.2,997,44
2020-01-01T13:15:00,11.7,5,997,43
2020-01-01T13:30:00,11.7,3.8,997,43
2020-01-01T13:45:00,11.7,2.6,997,42
2020-01-01T14:00:00,11.8,2.72,997,42
2020-01-01T14:15:00,11.9,2.85,997,42
2020-01-01T14:30:00,12.1,2.97,997,42
2020-01-01T14:45:00,12.2,3.1,997,43
2020-01-01T15:00:00,12.2,3.22,997,43
2020-01-01T15:15:00,12.2,3.35,997,43
2020-01-01T15:30:00,12.2,3.47,997,43
2020-01-01T15:45:00,12.2,3.6,997,43
2020-01-01T16:00:00,11.9,3.22,997,43
2020-01-01T16:15:00,11.6,2.85,998,43
2020-01-01T16:30:00,11.4,2.47,998,44
2020-01-01T16:45:00,11.1,2.1,998,44
2020-01-01T17:00:00,10.6,1.95,998,46
2020-01-01T17:15:00,10,1.8,998,48
2020-01-01T17:30:00,9.4,1.65,998,51
2020-01-01T17:45:00,8.9,1.5,999,53
2020-01-01T18:00:00,8.2,1.12,999,56
2020-01-01T18:15:00,7.5,0.75,999,59
2020-01-01T18:30:00,6.8,0.37,999,61
2020-01-01T18:45:00,6.1,1.6,999,64
2020-01-01T19:00:00,6.1,1.6,1000,64
2020-01-01T19:15:00,5.7,1.7,1000,66
2020-01-01T19:30:00,5.4,1.8,1000,68
2020-01-01T19:45:00,5,1.9,1000,70
2020-01-01T20:00:00,4.8,2,1000,70
2020-01-01T20:15:00,4.7,2,1000,71
2020-01-01T20:30:00,4.5,2,1000,72
2020-01-01T20:45:00,4.4,2,1000,73
2020-01-01T21:00:00,4.3,2,1000,73
2020-01-01T21:15:00,4.2,2.1,1000,74
2020-01-01T21:30:00,4,2.2,1000,75
2020-01-01T21:45:00,3.9,2.3,1000,75
2020-01-01T22:00:00,3.9,2.4,1000,75
2020-01-01T22:15:00,3.9,2.4,1000,75
2020-01-01T22:30:00,3.9,2.4,1000,75
2020-01-01T22:45:00,3.9,2.4,1000,75
2020-01-01T23:00:00,3.6,2.4,1000,77
2020-01-01T23:15:00,3.3,2.3,1000,78
2020-01-01T23:30:00,3.1,2.2,1000,80
2020-01-01T23:45:00,2.8,2.1,1000,81
2020-01-02T00:00:00,2.6,2,1000,82
2020-01-02T00:15:00,2.5,2.1,1000,83
2020-01-02T00:30:00,2.4,2.2,999,84
2020-01-02T00:45:00,2.2,2.3,999,85
2020-01-02T01:00:00,2.2,2.4,1000,85
2020-01-02T01:15:00,2.2,2.5,1000,85
2020-01-02T01:30:00,2.2,2.6,1000,85
2020-01-02T01:45:00,2.2,2.7,1000,85
2020-01-02T02:00:00,2.4,2.8,1000,84
2020-01-02T02:15:00,2.5,2.8,1000,83
2020-01-02T02:30:00,2.6,2.8,1000,82
2020-01-02T02:45:00,2.8,2.8,1000,81
2020-01-02T03:00:00,2.9,2.8,1000,81
2020-01-02T03:15:00,3,2.8,1000,82
2020-01-02T03:30:00,3.2,2.8,1000,82
2020-01-02T03:45:00,3.3,2.8,1000,82
2020-01-02T04:00:00,3.6,0.52,1000,80
2020-01-02T04:15:00,3.9,1.05,1000,77
2020-01-02T04:30:00,4.1,1.57,1000,75
2020-01-02T04:45:00,4.4,2.1,1000,73
2020-01-02T05:00:00,4.4,2.22,1000,74
2020-01-02T05:15:00,4.4,2.35,1000,76
2020-01-02T05:30:00,4.4,2.47,1000,77
2020-01-02T05:45:00,4.4,2.6,1001,79
2020-01-02T06:00:00,5,2.47,1001,75
2020-01-02T06:15:00,5.5,2.35,1001,71
2020-01-02T06:30:00,6.1,2.22,1001,68
2020-01-02T06:45:00,6.7,2.1,1001,65
2020-01-02T07:00:00,6.7,2.1,1001,65
2020-01-02T07:15:00,6.9,2.1,1001,63
2020-01-02T07:30:00,7,2.1,1001,61
2020-01-02T07:45:00,7.2,2.1,1001,60
2020-01-02T08:00:00,7.5,2.1,1001,60
2020-01-02T08:15:00,7.8,2.1,1001,60
2020-01-02T08:30:00,8,2.1,1001,60
2020-01-02T08:45:00,8.3,2.1,1001,60
2020-01-02T09:00:00,8.7,2.6,1001,57
2020-01-02T09:15:00,9.2,3.09,1001,54
2020-01-02T09:30:00,9.6,3.59,1001,52
2020-01-02T09:45:00,10,4.09,1002,49
2020-01-02T10:00:00,10.6,4.09,1002,48
2020-01-02T10:15:00,11.1,4.09,1002,46
2020-01-02T10:30:00,11.6,4.09,1002,44
2020-01-02T10:45:00,12.2,4.09,1002,43
2020-01-02T11:00:00,12.6,4.62,1002,41
2020-01-02T11:15:00,13.1,5.15,1002,39
2020-01-02T11:30:00,13.5,5.67,1002,38
2020-01-02T11:45:00,13.9,6.2,1002,36
2020-01-02T12:00:00,13.9,6.07,1001,37
2020-01-02T12:15:00,13.9,5.95,1001,37
2020-01-02T12:30:00,13.9,5.82,1001,38
2020-01-02T12:45:00,13.9,5.7,1001,38
2020-01-02T13:00:00,13.9,5.7,1001,38
2020-01-02T13:15:00,13.5,6.2,1001,38
2020-01-02T13:30:00,13.2,6.7,1001,39
2020-01-02T13:45:00,12.8,7.2,1000,39
2020-01-02T14:00:00,12.5,7.32,1000,40
2020-01-02T14:15:00,12.3,7.45,1000,41
2020-01-02T14:30:00,12,7.57,1000,43
2020-01-02T14:45:00,11.7,7.7,1000,44
2020-01-02T15:00:00,11.4,7.57,1000,46
2020-01-02T15:15:00,11.1,7.45,1001,49
2020-01-02T15:30:00,10.9,7.32,1001,51
2020-01-02T15:45:00,10.6,7.2,1001,54
2020-01-02T16:00:00,10,6.55,1001,58
2020-01-02T16:15:00,9.4,5.9,1001,64
2020-01-02T16:30:00,8.9,5.25,1001,70
2020-01-02T16:45:00,8.3,4.59,1001,76
2020-01-02T17:00:00,8.3,4.47,1001,76
2020-01-02T17:15:00,8.3,4.34,1001,76
2020-01-02T17:30:00,8.3,4.22,1001,76
2020-01-02T17:45:00,8.3,4.09,1001,76
2020-01-02T18:00:00,8.3,3.72,1001,77
2020-01-02T18:15:00,8.3,3.34,1001,78
2020-01-02T18:30:00,8.3,2.97,1001,78
2020-01-02T18:45:00,8.3,2.6,1001,79
2020-01-02T19:00:00,8.3,2.6,1001,79
2020-01-02T19:15:00,8.3,2.23,1001,79
2020-01-02T19:30:00,8.3,1.86,1001,79
2020-01-02T19:45:00,8.3,1.5,1001,79
2020-01-02T20:00:00,8.6,1.77,1001,78
2020-01-02T20:15:00,8.8,2.04,1001,76
2020-01-02T20:30:00,9.1,2.32,1000,75
2020-01-02T20:45:00,9.4,2.6,1000,74
2020-01-02T21:00:00,9.4,2.6,1000,74
2020-01-02T21:15:00,9.4,2.6,1001,74
2020-01-02T21:30:00,9.4,2.6,1001,74
2020-01-02T21:45:00,9.4,2.6,1001,74
2020-01-02T22:00:00,9.3,2.97,1001,76
2020-01-02T22:15:00,9.2,3.34,1001,78
2020-01-02T22:30:00,9,3.72,1000,80
2020-01-02T22:45:00,8.9,4.09,1000,82
2020-01-02T23:00:00,8.9,2.1,1000,82
2020-01-02T23:15:00,8.7,2.1,1000,85
2020-01-02T23:30:00,8.5,2.1,1000,89
2020-01-02T23:45:00,8.3,2.1,1000,92
2020-01-03T00:00:00,8.3,2.85,1000,92
2020-01-03T00:15:00,8.3,3.6,1000,92
2020-01-03T00:30:00,8.1,2.54,1000,94
2020-01-03T00:45:00,7.8,1.5,1000,95
2020-01-03T01:00:00,7.8,1.5,1000,95
2020-01-03T01:15:00,8,1,999,94
2020-01-03T01:30:00,8.1,0.5,999,93
2020-01-03T01:45:00,8.3,1.4,998,92
2020-01-03T02:00:00,8.3,0.52,998,92
2020-01-03T02:15:00,8.3,1.05,998,92
2020-01-03T02:30:00,8.3,1.57,998,92
2020-01-03T02:45:00,8.3,2.1,998,92
2020-01-03T03:00:00,8.3,1.8,998,94
2020-01-03T03:15:00,8.3,1.5,998,96
2020-01-03T03:30:00,8.3,1.5,997,94
2020-01-03T03:45:00,8.3,1.5,997,92
2020-01-03T04:00:00,8.3,1.5,997,93
2020-01-03T04:15:00,8.3,1.5,997,94
2020-01-03T04:30:00,8.3,1.5,997,95
2020-01-03T04:45:00,8.3,1.5,997,96
2020-01-03T05:00:00,8.3,1.12,997,96
2020-01-03T05:15:00,8.3,0.75,997,96
2020-01-03T05:30:00,8.3,0.37,997,96
2020-01-03T05:45:00,8.3,2.3,997,96
2020-01-03T06:00:00,8.4,0.37,997,95
2020-01-03T06:15:00,8.6,0.75,997,94
2020-01-03T06:30:00,8.8,1.12,997,93
2020-01-03T06:45:00,8.9,1.5,998,92
2020-01-03T07:00:00,8.9,1.5,998,92
2020-01-03T07:15:00,8.9,1.7,998,93
2020-01-03T07:30:00,9,1.9,998,93
2020-01-03T07:45:00,9,2.1,998,93
2020-01-03T08:00:00,9.1,2.35,998,93
2020-01-03T08:15:00,9.2,2.6,998,93
2020-01-03T08:30:00,9.3,2.85,998,92
2020-01-03T08:45:00,9.4,3.1,998,92
2020-01-03T09:00:00,9.7,3.59,998,90
2020-01-03T09:15:00,10,4.09,998,89
2020-01-03T09:30:00,10.3,3.09,998,90
2020-01-03T09:45:00,10.6,2.1,998,92
2020-01-03T10:00:00,10.7,2.47,998,92
2020-01-03T10:15:00,10.8,2.85,998,92
2020-01-03T10:30:00,11,3.22,998,92
2020-01-03T10:45:00,11.1,3.6,998,92
2020-01-03T11:00:00,11.5,3.26,997,92
2020-01-03T11:15:00,11.8,2.93,997,92
2020-01-03T11:30:00,12.2,2.6,997,92
2020-01-03T11:45:00,12.8,3.1,997,93
2020-01-03T12:00:00,13,2.93,996,93
2020-01-03T12:15:00,13.1,2.76,996,93
2020-01-03T12:30:00,13.3,2.6,996,93
2020-01-03T12:45:00,13.3,2.6,996,93
2020-01-03T13:00:00,13.3,2.6,996,93
2020-01-03T13:15:00,13.6,2.35,996,93
2020-01-03T13:30:00,13.9,2.1,996,93
2020-01-03T13:45:00,13.9,1.8,995,93
2020-01-03T14:00:00,13.9,1.6,995,93
2020-01-03T14:15:00,13.9,1.4,995,93
2020-01-03T14:30:00,13.9,1.2,995,93
2020-01-03T14:45:00,13.3,1.5,995,96
2020-01-03T15:00:00,13.2,1.65,995,96
2020-01-03T15:15:00,13.1,1.8,995,96
2020-01-03T15:30:00,12.9,1.95,995,96
2020-01-03T15:45:00,12.8,2.1,995,96
2020-01-03T16:00:00,12.5,1.95,995,96
2020-01-03T16:15:00,12.3,1.8,995,96
2020-01-03T16:30:00,12,1.65,995,96
2020-01-03T16:45:00,11.7,1.5,995,96
2020-01-03T17:00:00,11.9,1.8,995,96
2020-01-03T17:15:00,12.2,2.1,995,96
2020-01-03T17:30:00,11.9,2.1,995,96
2020-01-03T17:45:00,11.7,2.1,995,96
2020-01-03T18:00:00,11.7,2.6,995,96
2020-01-03T18:15:00,11.7,2.6,995,96
2020-01-03T18:30:00,11.7,2.6,995,96
2020-01-03T18:45:00,12.2,2.7,996,96
2020-01-03T19:00:00,12.2,0.75,996,98
2020-01-03T19:15:00,12.2,1.5,996,100
2020-01-03T19:30:00,12.5,0.75,996,98
2020-01-03T19:45:00,12.8,2.5,996,96
2020-01-03T20:00:00,12.8,0.37,996,96
2020-01-03T20:15:00,12.8,0.75,996,96
2020-01-03T20:30:00,12.8,1.12,996,96
2020-01-03T20:45:00,12.8,1.5,996,96
2020-01-03T21:00:00,13,1,996,96
2020-01-03T21:15:00,13.1,0.5,996,96
2020-01-03T21:30:00,13.3,0.8,996,96
2020-01-03T21:45:00,13.3,0.8,996,96
2020-01-03T22:00:00,13.1,1.3,995,98
2020-01-03T22:15:00,12.8,2.6,995,100
2020-01-03T22:30:00,13.1,3.1,995,98
2020-01-03T22:45:00,13.3,3.6,995,96
2020-01-03T23:00:00,13.5,3.26,995,96
2020-01-03T23:15:00,13.7,2.93,995,96
2020-01-03T23:30:00,13.9,2.6,995,96
2020-01-03T23:45:00,13.9,1.5,994,96
2020-01-04T00:00:00,13.9,1,994,96
2020-01-04T00:15:00,13.9,0.5,994,96
2020-01-04T00:30:00,13.9,3.2,994,96
2020-01-04T00:45:00,13.9,1.5,994,96
2020-01-04T01:00:00,13.9,1.5,995,96
2020-01-04T01:15:00,13.9,1,994,96
2020-01-04T01:30:00,13.9,0.5,994,96
2020-01-04T01:45:00,13.9,3.9,994,96
2020-01-04T02:00:00,13.9,4,994,94
2020-01-04T02:15:00,13.9,3.9,994,93
2020-01-04T02:30:00,13.9,1.05,993,94
2020-01-04T02:45:00,13.9,2.1,993,96
2020-01-04T03:00:00,13.9,1.5,994,96
2020-01-04T03:15:00,13.9,1.86,993,96
2020-01-04T03:30:00,13.9,2.23,993,96
2020-01-04T03:45:00,13.9,2.6,993,96
2020-01-04T04:00:00,13.9,2.6,993,97
2020-01-04T04:15:00,13.9,2.6,993,98
2020-01-04T04:30:00,13.9,2.6,993,99
2020-01-04T04:45:00,13.9,2.6,993,100
2020-01-04T05:00:00,13.9,2.1,993,100
2020-01-04T05:15:00,14.4,3.1,993,96
2020-01-04T05:30:00,14.7,3.1,993,96
2020-01-04T05:45:00,15,3.1,993,96
2020-01-04T06:00:00,15,3.1,992,96
2020-01-04T06:15:00,15,3.1,992,96
2020-01-04T06:30:00,15,3.1,992,94
2020-01-04T06:45:00,15,3.1,992,93
2020-01-04T07:00:00,15,3.1,993,93
2020-01-04T07:15:00,15,3.76,993,94
2020-01-04T07:30:00,15,4.43,993,95
2020-01-04T07:45:00,15,5.09,993,96
2020-01-04T08:00:00,15,4.84,993,96
2020-01-04T08:15:00,15,4.59,993,96
2020-01-04T08:30:00,15,4.34,993,96
2020-01-04T08:45:00,15,4.09,993,96
2020-01-04T09:00:00,15,4.34,992,96
2020-01-04T09:15:00,15,4.59,992,96
2020-01-04T09:30:00,15,4.84,992,96
2020-01-04T09:45:00,15,5.09,992,96
2020-01-04T10:00:00,15.2,5.25,992,94
2020-01-04T10:15:00,15.3,5.4,992,92
2020-01-04T10:30:00,15.4,5.55,992,91
2020-01-04T10:45:00,15.6,5.7,992,89
2020-01-04T11:00:00,15.6,5.42,991,90
2020-01-04T11:15:00,15.6,5.15,991,91
2020-01-04T11:30:00,15.6,4.87,991,91
2020-01-04T11:45:00,15.6,4.59,990,92
2020-01-04T12:00:00,16,5.13,990,91
2020-01-04T12:15:00,16.3,5.66,989,90
2020-01-04T12:30:00,16.7,6.2,989,89
2020-01-04T12:45:00,16.1,5.09,989,86
2020-01-04T13:00:00,16.1,5.09,989,86
2020-01-04T13:15:00,16.1,4.59,989,86
2020-01-04T13:30:00,17.1,5.4,988,81
2020-01-04T13:45:00,18,6.2,988,77
2020-01-04T14:00:00,17.7,6.03,988,77
2020-01-04T14:15:00,17.5,5.86,988,77
2020-01-04T14:30:00,17.2,5.7,988,77
2020-01-04T14:45:00,17.8,6.2,987,74
2020-01-04T15:00:00,17.8,5.55,987,74
2020-01-04T15:15:00,17.8,4.9,987,73
2020-01-04T15:30:00,17.8,4.25,987,73
2020-01-04T15:45:00,17.8,3.6,987,72
2020-01-04T16:00:00,17.6,4.25,987,71
2020-01-04T16:15:00,17.5,4.9,987,69
2020-01-04T16:30:00,17.4,5.55,987,68
2020-01-04T16:45:00,17.2,6.2,987,67
2020-01-04T17:00:00,15,7.2,989,74
2020-01-04T17:15:00,13.3,4.59,989,86
2020-01-04T17:30:00,12.8,3.59,989,89
2020-01-04T17:45:00,12.2,2.6,989,92
2020-01-04T18:00:00,12.1,2.47,989,92
2020-01-04T18:15:00,11.9,2.35,989,92
2020-01-04T18:30:00,11.8,2.22,990,92
2020-01-04T18:45:00,11.7,2.1,990,92
2020-01-04T19:00:00,11.7,2.1,990,92
2020-01-04T19:15:00,11.9,2.6,990,85
2020-01-04T19:30:00,12,3.1,991,78
2020-01-04T19:45:00,12.2,3.6,991,71
2020-01-04T20:00:00,11.8,3.85,991,68
2020-01-04T20:15:00,11.4,4.09,992,65
2020-01-04T20:30:00,11,4.34,992,63
2020-01-04T20:45:00,10.6,4.59,993,60
2020-01-04T21:00:00,10.3,5,993,58
2020-01-04T21:15:00,10,5.4,993,56
2020-01-04T21:30:00,9.7,5.8,993,53
2020-01-04T21:45:00,9.4,6.2,994,51
2020-01-04T22:00:00,9,6.07,994,50
2020-01-04T22:15:00,8.6,5.95,995,48
2020-01-04T22:30:00,8.2,5.82,995,46
2020-01-04T22:45:00,7.8,5.7,995,45
2020-01-04T23:00:00,7.5,5.42,995,45
2020-01-04T23:15:00,7.3,5.15,996,46
2020-01-04T23:30:00,7,4.87,996,46
2020-01-04T23:45:00,6.7,4.59,996,46
2020-01-05T00:00:00,6.4,4.87,997,48
2020-01-05T00:15:00,6.2,5.15,997,49
2020-01-05T00:30:00,5.9,5.42,997,51
2020-01-05T00:45:00,5.6,5.7,998,52
2020-01-05T01:00:00,5.6,5.7,998,52
2020-01-05T01:15:00,5.4,5.33,998,52
2020-01-05T01:30:00,5.2,4.96,998,52
2020-01-05T01:45:00,5,4.59,999,52
2020-01-05T02:00:00,5,4.47,999,52
2020-01-05T02:15:00,5,4.34,999,52
2020-01-05T02:30:00,5,4.22,1000,52
2020-01-05T02:45:00,5,4.09,1000,52
2020-01-05T03:00:00,4.8,3.97,1000,53
2020-01-05T03:15:00,4.7,3.84,1000,53
2020-01-05T03:30:00,4.5,3.72,1000,54
2020-01-05T03:45:00,4.4,3.6,1000,54
2020-01-05T04:00:00,4.3,3.47,1000,55
2020-01-05T04:15:00,4.2,3.35,1001,55
2020-01-05T04:30:00,4,3.22,1001,56
2020-01-05T04:45:00,3.9,3.1,1001,56
2020-01-05T05:00:00,3.8,2.97,1001,58
2020-01-05T05:15:00,3.6,2.85,1001,59
2020-01-05T05:30:00,3.5,2.72,1001,60
2020-01-05T05:45:00,3.3,2.6,1002,61
2020-01-05T06:00:00,3.5,2.47,1002,60
2020-01-05T06:15:00,3.6,2.35,1002,59
2020-01-05T06:30:00,3.8,2.22,1002,58
2020-01-05T06:45:00,3.9,2.1,1002,56
2020-01-05T07:00:00,3.9,2.1,1003,56
2020-01-05T07:15:00,3.7,2.26,1003,58
2020-01-05T07:30:00,3.5,2.43,1003,60
2020-01-05T07:45:00,3.3,2.6,1004,61
2020-01-05T08:00:00,3.7,2.6,1004,60
2020-01-05T08:15:00,4.2,2.6,1004,58
2020-01-05T08:30:00,4.6,2.6,1004,56
2020-01-05T08:45:00,5,2.6,1005,54
2020-01-05T09:00:00,5.4,3.22,1005,53
2020-01-05T09:15:00,5.8,3.84,1005,52
2020-01-05T09:30:00,6.3,4.47,1005,51
2020-01-05T09:45:00,6.7,5.09,1006,50
2020-01-05T10:00:00,7,5.25,1006,49
2020-01-05T10:15:00,7.3,5.4,1006,48
2020-01-05T10:30:00,7.5,5.55,1006,47
2020-01-05T10:45:00,7.8,5.7,1006,47
2020-01-05T11:00:00,7.9,5.3,1006,46
2020-01-05T11:15:00,8.1,4.9,1006,45
2020-01-05T11:30:00,8.2,4.5,1006,44
2020-01-05T11:45:00,8.3,4.09,1006,43
2020-01-05T12:00:00,8.6,3.97,1005,43
2020-01-05T12:15:00,8.8,3.84,1005,43
2020-01-05T12:30:00,9.1,3.72,1005,42
2020-01-05T12:45:00,9.4,3.6,1005,42
2020-01-05T13:00:00,9.4,3.6,1006,42
2020-01-05T13:15:00,9.4,4.3,1005,41
2020-01-05T13:30:00,9.4,5,1005,41
2020-01-05T13:45:00,9.4,5.7,1005,40
2020-01-05T14:00:00,9.7,5.3,1004,40
2020-01-05T14:15:00,10,4.9,1004,39
2020-01-05T14:30:00,10.3,4.5,1004,39
2020-01-05T14:45:00,10.6,4.09,1004,38
2020-01-05T15:00:00,10.4,3.97,1004,39
2020-01-05T15:15:00,10.3,3.84,1004,39
2020-01-05T15:30:00,10.2,3.72,1004,40
2020-01-05T15:45:00,10,3.6,1004,40
2020-01-05T16:00:00,9.8,3.35,1004,41
2020-01-05T16:15:00,9.7,3.1,1004,42
2020-01-05T16:30:00,9.6,2.85,1004,43
2020-01-05T16:45:00,9.4,2.6,1005,44
2020-01-05T17:00:00,8.7,2.32,1004,46
2020-01-05T17:15:00,8.1,2.04,1004,49
2020-01-05T17:30:00,7.4,1.77,1004,52
2020-01-05T17:45:00,6.7,1.5,1004,55
2020-01-05T18:00:00,6.4,1.65,1004,56
2020-01-05T18:15:00,6.2,1.8,1004,57
2020-01-05T18:30:00,5.9,1.95,1004,58
2020-01-05T18:45:00,5.6,2.1,1004,59
2020-01-05T19:00:00,5.6,2.1,1004,59
2020-01-05T19:15:00,5.6,1.4,1004,60
2020-01-05T19:30:00,5.6,0.7,1004,61
2020-01-05T19:45:00,5.6,2.3,1004,62
2020-01-05T20:00:00,5.3,0.52,1004,63
2020-01-05T20:15:00,5,1.05,1004,64
2020-01-05T20:30:00,4.7,1.57,1004,66
2020-01-05T20:45:00,4.4,2.1,1004,67
2020-01-05T21:00:00,4.3,2.35,1003,68
2020-01-05T21:15:00,4.2,2.6,1003,68
2020-01-05T21:30:00,4,2.85,1003,69
2020-01-05T21:45:00,3.9,3.1,1003,69
2020-01-05T22:00:00,3.6,3.47,1003,71
2020-01-05T22:15:00,3.3,3.84,1003,72
2020-01-05T22:30:00,3.1,4.22,1003,74
2020-01-05T22:45:00,2.8,4.59,1003,75
2020-01-05T23:00:00,2.9,4.34,1002,75
2020-01-05T23:15:00,3,4.09,1002,75
2020-01-05T23:30:00,3.2,3.85,1002,75
2020-01-05T23:45:00,3.3,3.6,1002,75
2020-01-06T00:00:00,3.6,3.35,1002,73
2020-01-06T00:15:00,3.9,3.1,1002,71
2020-01-06T00:30:00,4.1,2.85,1002,69
2020-01-06T00:45:00,4.4,2.6,1002,67
2020-01-06T01:00:00,4.4,2.6,1002,67
2020-01-06T01:15:00,3.9,2.6,1002,70
2020-01-06T01:30:00,3.3,2.6,1002,72
2020-01-06T01:45:00,2.8,2.6,1002,75
2020-01-06T02:00:00,2.6,2.47,1002,76
2020-01-06T02:15:00,2.5,2.35,1002,77
2020-01-06T02:30:00,2.4,2.22,1002,77
2020-01-06T02:45:00,2.2,2.1,1002,78
2020-01-06T03:00:00,2.1,2.1,1001,79
2020-01-06T03:15:00,1.9,2.1,1001,80
2020-01-06T03:30:00,1.8,2.1,1001,80
2020-01-06T03:45:00,1.7,2.1,1001,81
2020-01-06T04:00:00,1.4,1.57,1001,83
2020-01-06T04:15:00,1.1,1.05,1001,84
2020-01-06T04:30:00,0.9,0.52,1001,86
2020-01-06T04:45:00,0.6,2.8,1002,88
2020-01-06T05:00:00,0.6,2.8,1002,87
2020-01-06T05:15:00,0.6,2.8,1002,86
2020-01-06T05:30:00,0.6,2.8,1002,85
2020-01-06T05:45:00,0.6,2.8,1002,84
2020-01-06T06:00:00,0.3,2.8,1002,86
2020-01-06T06:15:00,0,2.7,1002,88
2020-01-06T06:30:00,-0.3,2.6,1002,90
2020-01-06T06:45:00,-0.6,2.5,1003,92
2020-01-06T07:00:00,-0.6,2.4,1003,92
2020-01-06T07:15:00,-0.2,2.5,1003,92
2020-01-06T07:30:00,0.2,2.6,1003,91
2020-01-06T07:45:00,0.6,2.7,1004,91
2020-01-06T08:00:00,1.3,2.8,1004,89
2020-01-06T08:15:00,1.9,2.7,1004,86
2020-01-06T08:30:00,2.6,2.6,1004,84
2020-01-06T08:45:00,3.3,2.5,1004,82
2020-01-06T09:00:00,4.7,0.65,1004,74
2020-01-06T09:15:00,6.1,1.3,1004,67
2020-01-06T09:30:00,7.5,1.95,1004,61
2020-01-06T09:45:00,8.9,2.6,1005,56
2020-01-06T10:00:00,9.6,2.47,1005,53
2020-01-06T10:15:00,10.3,2.35,1005,51
2020-01-06T10:30:00,11,2.22,1005,48
2020-01-06T10:45:00,11.7,2.1,1005,46
2020-01-06T11:00:00,12.1,2.35,1004,43
2020-01-06T11:15:00,12.5,2.6,1004,40
2020-01-06T11:30:00,12.9,2.85,1004,37
2020-01-06T11:45:00,13.3,3.1,1003,35
2020-01-06T12:00:00,13.4,3.75,1003,34
2020-01-06T12:15:00,13.6,4.4,1003,34
2020-01-06T12:30:00,13.8,5.05,1003,33
2020-01-06T12:45:00,13.9,5.7,1003,32
2020-01-06T13:00:00,13.9,5.7,1003,32
