Day,Growth Stage,Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Precipitation (mm)
79,Flowering,18.0,26.2,55.1,1011.2,0.0
80,Flowering,18.6,27.0,52.9,1010.5,0.1
81,Flowering,18.3,26.3,54.5,1011.0,0.0
82,Flowering,18.5,26.8,53.7,1010.3,0.2
83,Flowering,18.9,27.1,52.3,1011.5,0.1
84,Flowering,18.2,26.4,54.8,1010.9,0.0
85,Flowering,18.7,27.0,53.2,1010.7,0.2
86,Flowering,17.9,25.9,55.4,1011.4,0.1
87,Flowering,18.1,26.0,54.6,1010.6,0.0
88,Flowering,18.5,26.7,53.5,1010.3,0.1
89,Flowering,18.8,27.1,52.9,1011.2,0.0
90,Flowering,18.3,26.2,54.4,1010.8,0.1
91,Seed Formation,20.1,29.0,45.2,1009.5,0.0
92,Seed Formation,20.3,29.3,44.7,1008.9,0.1
93,Seed Formation,19.9,28.5,46.1,1009.8,0.0
94,Seed Formation,20.0,28.9,45.4,1009.0,0.1
95,Seed Formation,20.4,29.2,44.5,1008.6,0.0
96,Seed Formation,19.7,28.7,46.0,1009.2,0.1
97,Seed Formation,19.8,28.4,46.3,1009.7,0.0
98,Seed Formation,20.1,28.9,45.1,1008.5,0.2
99,Seed Formation,20.3,29.1,44.7,1009.1,0.0
100,Seed Formation,19.9,28.6,45.9,1008.7,0.1
101,Seed Formation,20.0,28.8,45.4,1009.5,0.1
102,Seed Formation,20.2,29.0,44.9,1009.0,0.0
103,Seed Formation,20.1,28.7,45.6,1008.8,0.2
104,Seed Formation,20.5,29.3,44.2,1009.3,0.1
105,Seed Formation,19.7,28.4,46.1,1008.6,0.0
106,Seed Formation,19.9,28.8,45.5,1009.2,0.1
107,Seed Formation,20.3,29.2,44.8,1009.0,0.0
108,Seed Formation,20.0,28.7,45.4,1009.1,0.2
109,Seed Formation,20.1,28.9,45.0,1009.3,0.0
110,Seed Formation,19.8,28.6,46.0,1009.8,0.1
111,Seed Formation,20.2,29.1,45.3,1009.2,0.0
112,Seed Formation,19.9,28.5,46.1,1008.9,0.1
113,Seed Formation,20.1,28.8,45.7,1009.5,0.2
114,Seed Formation,20.0,28.6,45.9,1009.0,0.0
115,Seed Formation,20.3,29.2,44.7,1009.3,0.1
116,Seed Formation,20.1,28.9,45.1,1009.1,0.0
117,Seed Formation,19.8,28.5,46.2,1008.7,0.1
118,Seed Formation,20.2,28.8,45.5,1009.4,0.2
119,Seed Formation,20.1,29.0,45.0,1009.6,0.0
120,Seed Maturity,18.9,27.0,53.0,1010.8,0.0
121,Seed Maturity,18.6,26.8,54.0,1011.2,0.1
122,Seed Maturity,18.8,27.1,53.2,1010.9,0.0
123,Seed Maturity,19.0,27.3,52.5,1011.1,0.0
124,Seed Maturity,18.7,27.0,53.8,1010.4,0.1
125,Seed Maturity,19.2,27.5,52.1,1010.6,0.0
126,Seed Maturity,18.5,26.7,54.4,1011.0,0.1
127,Seed Maturity,18.9,27.2,53.0,1010.5,0.0
128,Seed Maturity,19.1,27.4,52.8,1010.8,0.1
129,Seed Maturity,18.8,27.1,53.5,1010.6,0.0
130,Seed Maturity,19.0,27.3,52.9,1011.1,0.0
