Day,Growth Stage,Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Precipitation (mm)
98,Grain Filling,17.7,25.9,48.2,1009.4,0.1
99,Grain Filling,17.0,25.1,50.8,1009.0,0.3
100,Grain Filling,17.5,25.7,48.8,1008.8,0.0
101,Grain Filling,17.2,25.3,50.0,1009.2,0.1
102,Grain Filling,17.8,26.0,47.9,1008.3,0.2
103,Grain Filling,16.9,24.9,51.3,1009.7,0.1
104,Grain Filling,17.4,25.6,49.4,1008.9,0.0
105,Grain Filling,17.1,25.2,50.6,1009.3,0.2
106,Grain Filling,17.3,25.5,49.5,1008.7,0.0
107,Grain Filling,17.7,25.9,48.4,1008.4,0.0
108,Grain Filling,17.0,25.0,51.2,1009.6,0.1
109,Grain Filling,17.6,25.8,48.7,1009.2,0.3
110,Grain Filling,17.1,25.3,50.3,1009.1,0.2
111,Grain Filling,17.4,25.6,49.4,1008.5,0.1
112,Grain Filling,16.8,24.8,51.6,1009.4,0.0
113,Grain Filling,17.0,25.1,50.9,1009.0,0.2
114,Grain Filling,17.3,25.5,49.8,1008.6,0.1
115,Grain Maturity,15.2,22.8,61.0,1011.2,0.0
116,Grain Maturity,14.8,22.2,62.5,1012.1,0.1
117,Grain Maturity,15.1,22.7,61.8,1011.6,0.0
118,Grain Maturity,14.9,22.3,62.2,1012.3,0.1
119,Grain Maturity,15.3,22.9,60.7,1011.8,0.0
120,Grain Maturity,15.0,22.4,61.5,1012.5,0.1
