Day,Growth Stage,Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Precipitation (mm)
44,Fruiting,26.3,32.3,58.5,990.5,48.0
45,Fruiting,26.4,32.4,58.0,990.0,49.0
46,Maturation,26.5,32.5,57.5,989.5,50.0
47,Maturation,26.6,32.6,57.0,989.0,51.0
48,Maturation,26.7,32.7,56.5,988.5,52.0
49,Maturation,26.8,32.8,56.0,988.0,53.0
50,Maturation,26.9,32.9,55.5,987.5,54.0
51,Maturation,27.0,33.0,55.0,987.0,55.0
52,Maturation,27.1,33.1,54.5,986.5,56.0
53,Maturation,27.2,33.2,54.0,986.0,57.0
54,Maturation,27.3,33.3,53.5,985.5,58.0
55,Maturation,27.4,33.4,53.0,985.0,59.0
56,Maturation,27.5,33.5,52.5,984.5,60.0
57,Maturation,27.6,33.6,52.0,984.0,61.0
58,Maturation,27.7,33.7,51.5,983.5,62.0
59,Maturation,27.8,33.8,51.0,983.0,63.0
60,Maturation,27.9,33.9,50.5,982.5,64.0
61,Maturation,28.0,34.0,50.0,982.0,65.0
62,Maturation,28.1,34.1,49.5,981.5,66.0
63,Maturation,28.2,34.2,49.0,981.0,67.0
64,Harvesting,28.3,34.3,48.5,980.5,68.0
65,Harvesting,28.4,34.4,48.0,980.0,69.0
66,Harvesting,28.5,34.5,47.5,979.5,70.0
67,Harvesting,28.6,34.6,47.0,979.0,71.0
68,Harvesting,28.7,34.7,46.5,978.5,72.0
69,Harvesting,28.8,34.8,46.0,978.0,73.0
70,Harvesting,28.9,34.9,45.5,977.5,74.0
71,Harvesting,29.0,35.0,45.0,977.0,75.0
72,Harvesting,29.1,35.1,44.5,976.5,76.0
73,Harvesting,29.2,35.2,44.0,976.0,77.0
74,Harvesting,29.3,35.3,43.5,975.5,78.0
75,Harvesting,29.4,35.4,43.0,975.0,79.0
76,Harvesting,29.5,35.5,42.5,974.5,80.0
77,Harvesting,29.6,35.6,42.0,974.0,81.0
78,Harvesting,29.7,35.7,41.5,973.5,82.0
79,Harvesting,29.8,35.8,41.0,973.0,83.0
80,Harvesting,29.9,35.9,40.5,972.5,84.0
81,Harvesting,30.0,36.0,40.0,972.0,85.0
82,Harvesting,30.1,36.1,39.5,971.5,86.0
83,Harvesting,30.2,36.2,39.0,971.0,87.0
84,Harvesting,30.3,36.3,38.5,970.5,88.0
85,Harvesting,30.4,36.4,38.0,970.0,89.0
86,Harvesting,30.5,36.5,37.5,969.5,90.0
87,Harvesting,30.6,36.6,37.0,969.0,91.0
88,Harvesting,30.7,36.7,36.5,968.5,92.0
89,Harvesting,30.8,36.8,36.0,968.0,93.0
90,Harvesting,30.9,36.9,35.5,967.5,94.0
91,Harvesting,31.0,37.0,35.0,967.0,95.0
92,Harvesting,31.1,37.1,34.5,966.5,96.0
93,Harvesting,31.2,37.2,34.0,966.0,97.0
94,Harvesting,31.3,37.3,33.5,965.5,98.0
95,Harvesting,31.4,37.4,33.0,965.0,99.0
96,Harvesting,31.5,37.5,32.5,964.5,100.0
97,Harvesting,31.6,37.6,32.0,964.0,101.0
98,Harvesting,31.7,37.7,31.5,963.5,102.0
99,Harvesting,31.8,37.8,31.0,963.0,103.0
100,Harvesting,31.9,37.9,30.5,962.5,104.0
101,Harvesting,32.0,38.0,30.0,962.0,105.0
102,Harvesting,32.1,38.1,29.5,961.5,106.0
103,Harvesting,32.2,38.2,29.0,961.0,107.0
104,Harvesting,32.3,38.3,28.5,960.5,108.0
105,Harvesting,32.4,38.4,28.0,960.0,109.0
106,Harvesting,32.5,38.5,27.5,959.5,110.0
107,Harvesting,32.6,38.6,27.0,959.0,111.0
108,Harvesting,32.7,38.7,26.5,958.5,112.0
109,Harvesting,32.8,38.8,26.0,958.0,113.0
110,Harvesting,32.9,38.9,25.5,957.5,114.0
111,Harvesting,33.0,39.0,25.0,957.0,115.0
112,Harvesting,33.1,39.1,24.5,956.5,116.0
113,Harvesting,33.2,39.2,24.0,956.0,117.0
114,Harvesting,33.3,39.3,23.5,955.5,118.0
115,Harvesting,33.4,39.4,23.0,955.0,119.0
116,Harvesting,33.5,39.5,22.5,954.5,120.0
117,Harvesting,33.6,39.6,22.0,954.0,121.0
118,Harvesting,33.7,39.7,21.5,953.5,122.0
119,Harvesting,33.8,39.8,21.0,953.0,123.0
120,Harvesting,33.9,39.9,20.5,952.5,124.0
121,Harvesting,34.0,40.0,20.0,952.0,125.0
122,Harvesting,34.1,40.1,19.5,951.5,126.0
123,Harvesting,34.2,40.2,19.0,951.0,127.0
124,Harvesting,34.3,40.3,18.5,950.5,128.0
125,Harvesting,34.4,40.4,18.0,950.0,129.0
126,Harvesting,34.5,40.5,17.5,949.5,130.0
127,Harvesting,34.6,40.6,17.0,949.0,131.0
128,Harvesting,34.7,40.7,16.5,948.5,132.0
129,Harvesting,34.8,40.8,16.0,948.0,133.0
130,Harvesting,34.9,40.9,15.5,947.5,134.0
131,Harvesting,35.0,41.0,15.0,947.0,135.0
132,Harvesting,35.1,41.1,14.5,946.5,136.0
133,Harvesting,35.2,41.2,14.0,946.0,137.0
134,Harvesting,35.3,41.3,13.5,945.5,138.0
135,Harvesting,35.4,41.4,13.0,945.0,139.0
136,Harvesting,35.5,41.5,12.5,944.5,140.0
137,Harvesting,35.6,41.6,12.0,944.0,141.0
138,Harvesting,35.7,41.7,11.5,943.5,142.0
139,Harvesting,35.8,41.8,11.0,943.0,143.0
140,Harvesting,35.9,41.9,10.5,942.5,144.0
141,Harvesting,36.0,42.0,10.0,942.0,145.0
142,Harvesting,36.1,42.1,9.5,941.5,146.0
143,Harvesting,36.2,42.2,9.0,941.0,147.0
144,Harvesting,36.3,42.3,8.5,940.5,148.0
145,Harvesting,36.4,42.4,8.0,940.0,149.0
146,Harvesting,36.5,42.5,7.5,939.5,150.0
147,Harvesting,36.6,42.6,7.0,939.0,151.0
148,Harvesting,36.7,42.7,6.5,938.5,152.0
149,Harvesting,36.8,42.8,6.0,938.0,153.0
150,Harvesting,36.9,42.9,5.5,937.5,154.0
151,Harvesting,37.0,43.0,5.0,937.0,155.0
152,Harvesting,37.1,43.1,4.5,936.5,156.0
153,Harvesting,37.2,43.2,4.0,936.0,157.0
154,Harvesting,37.3,43.3,3.5,935.5,158.0
155,Harvesting,37.4,43.4,3.0,935.0,159.0
156,Harvesting,37.5,43.5,2.5,934.5,160.0
157,Harvesting,37.6,43.6,2.0,934.0,161.0
158,Harvesting,37.7,43.7,1.5,933.5,162.0
159,Harvesting,37.8,43.8,1.0,933.0,163.0
160,Harvesting,37.9,43.9,0.5,932.5,164.0
161,Harvesting,38.0,44.0,0.0,932.0,165.0
162,Harvesting,38.1,44.1,0.5,931.5,166.0
163,Harvesting,38.2,44.2,1.0,931.0,167.0
164,Harvesting,38.3,44.3,1.5,930.5,168.0
165,Harvesting,38.4,44.4,2.0,930.0,169.0
166,Harvesting,38.5,44.5,2.5,929.5,170.0
167,Harvesting,38.6,44.6,3.0,929.0,171.0
168,Harvesting,38.7,44.7,3.5,928.5,172.0
169,Harvesting,38.8,44.8,4.0,928.0,173.0
170,Harvesting,38.9,44.9,4.5,927.5,174.0
171,Harvesting,39.0,45.0,5.0,927.0,175.0
172,Harvesting,39.1,45.1,5.5,926.5,176.0
173,Harvesting,39.2,45.2,6.0,926.0,177.0
174,Harvesting,39.3,45.3,6.5,925.5,178.0
175,Harvesting,39.4,45.4,7.0,925.0,179.0
176,Harvesting,39.5,45.5,7.5,924.5,180.0
177,Harvesting,39.6,45.6,8.0,924.0,181.0
178,Harvesting,39.7,45.7,8.5,923.5,182.0
179,Harvesting,39.8,45.8,9.0,923.0,183.0
180,Harvesting,39.9,45.9,9.5,922.5,184.0
