Day,Growth Stage,Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Precipitation (mm)
88,Late Growth,32.5,34.0,79,1005,7
89,Late Growth,32.0,34.0,80,1005,6
90,Late Growth,32.0,34.0,81,1005,5
91,Late Growth,32.5,34.0,82,1005,6
92,Late Growth,32.5,34.0,78,1005,7
93,Late Growth,32.5,34.0,80,1005,6
94,Late Growth,32.5,34.0,81,1005,5
95,Late Growth,32.5,34.0,82,1005,6
96,Late Growth,32.5,34.0,79,1005,7
97,Late Growth,32.5,34.0,80,1005,6
98,Late Growth,32.5,34.0,81,1005,5
99,Late Growth,32.5,34.0,82,1005,6
100,Late Growth,32.5,34.0,78,1005,7
101,Late Growth,32.5,34.0,80,1005,6
102,Late Growth,32.5,34.0,81,1005,5
103,Late Growth,32.5,34.0,82,1005,6
104,Late Growth,32.5,34.0,79,1005,7
105,Late Growth,32.5,34.0,80,1005,6
106,Late Growth,32.5,34.0,81,1005,5
107,Late Growth,32.5,34.0,82,1005,6
108,Late Growth,32.5,34.0,78,1005,7
109,Late Growth,32.5,34.0,80,1005,6
110,Late Growth,32.5,34.0,81,1005,5
111,Late Growth,32.5,34.0,82,1005,6
112,Late Growth,32.5,34.0,79,1005,7
113,Late Growth,32.5,34.0,80,1005,6
114,Late Growth,32.5,34.0,81,1005,5
115,Late Growth,32.5,34.0,82,1005,6
116,Late Growth,32.5,34.0,78,1005,7
117,Late Growth,32.5,34.0,80,1005,6
118,Late Growth,32.5,34.0,81,1005,5
119,Late Growth,32.5,34.0,82,1005,6
120,Late Growth,32.5,34.0,79,1005,7
121,Late Growth,32.5,34.0,80,1005,6
122,Late Growth,32.5,34.0,81,1005,5
123,Late Growth,32.5,34.0,82,1005,6
124,Late Growth,32.5,34.0,78,1005,7
125,Late Growth,32.5,34.0,80,1005,6
126,Late Growth,32.5,34.0,81,1005,5
127,Late Growth,32.5,34.0,82,1005,6
128,Late Growth,32.5,34.0,79,1005,7
129,Late Growth,32.5,34.0,80,1005,6
130,Late Growth,32.5,34.0,81,1005,5
131,Late Growth,32.5,34.0,82,1005,6
132,Late Growth,32.5,34.0,78,1005,7
133,Late Growth,32.5,34.0,80,1005,6
134,Late Growth,32.5,34.0,81,1005,5
135,Late Growth,32.5,34.0,82,1005,6
136,Late Growth,32.5,34.0,79,1005,7
137,Late Growth,32.5,34.0,80,1005,6
138,Late Growth,32.5,34.0,81,1005,5
139,Late Growth,32.5,34.0,82,1005,6
140,Late Growth,32.5,34.0,78,1005,7
141,Late Growth,32.5,34.0,80,1005,6
142,Late Growth,32.5,34.0,81,1005,5
143,Late Growth,32.5,34.0,82,1005,6
144,Late Growth,32.5,34.0,79,1005,7
145,Late Growth,32.5,34.0,80,1005,6
146,Late Growth,32.5,34.0,81,1005,5
147,Late Growth,32.5,34.0,82,1005,6
148,Late Growth,32.5,34.0,78,1005,7
149,Late Growth,32.5,34.0,80,1005,6
150,Late Growth,32.5,34.0,81,1005,5
151,Late Growth,32.5,34.0,82,1005,6
152,Late Growth,32.5,34.0,79,1005,7
153,Late Growth,32.5,34.0,80,1005,6
154,Late Growth,32.5,34.0,81,1005,5
155,Late Growth,32.5,34.0,82,1005,6
156,Late Growth,32.5,34.0,78,1005,7
157,Late Growth,32.5,34.0,80,1005,6
158,Late Growth,32.5,34.0,81,1005,5
159,Late Growth,32.5,34.0,82,1005,6
160,Late Growth,32.5,34.0,79,1005,7
161,Late Growth,32.5,34.0,80,1005,6
162,Late Growth,32.5,34.0,81,1005,5
163,Late Growth,32.5,34.0,82,1005,6
164,Late Growth,32.5,34.0,78,1005,7
165,Late Growth,32.5,34.0,80,1005,6
166,Late Growth,32.5,34.0,81,1005,5
167,Late Growth,32.5,34.0,82,1005,6
168,Late Growth,32.5,34.0,79,1005,7
169,Late Growth,32.5,34.0,80,1005,6
170,Late Growth,32.5,34.0,81,1005,5
171,Late Growth,32.5,34.0,82,1005,6
172,Late Growth,32.5,34.0,78,1005,7
173,Late Growth,32.5,34.0,80,1005,6
174,Late Growth,32.5,34.0,81,1005,5
175,Late Growth,32.5,34.0,82,1005,6
176,Late Growth,32.5,34.0,79,1005,7
177,Late Growth,32.5,34.0,80,1005,6
178,Late Growth,32.5,34.0,81,1005,5
179,Late Growth,32.5,34.0,82,1005,6
180,Late Growth,32.5,34.0,78,1005,7
181,Late Growth,32.5,34.0,80,1005,6
182,Late Growth,32.5,34.0,81,1005,5
183,Late Growth,32.5,34.0,82,1005,6
184,Late Growth,32.5,34.0,79,1005,7
185,Late Growth,32.5,34.0,80,1005,6
186,Late Growth,32.5,34.0,81,1005,5
187,Late Growth,32.5,34.0,82,1005,6
188,Late Growth,32.5,34.0,78,1005,7
189,Late Growth,32.5,34.0,80,1005,6
190,Late Growth,32.5,34.0,81,1005,5
191,Late Growth,32.5,34.0,82,1005,6
192,Late Growth,32.5,34.0,79,1005,7
193,Late Growth,32.5,34.0,80,1005,6
194,Late Growth,32.5,34.0,81,1005,5
195,Late Growth,32.5,34.0,82,1005,6
196,Late Growth,32.5,34.0,78,1005,7
197,Late Growth,32.5,34.0,80,1005,6
198,Late Growth,32.5,34.0,81,1005,5
199,Late Growth,32.5,34.0,82,1005,6
200,Late Growth,32.5,34.0,79,1005,7
201,Late Growth,32.5,34.0,80,1005,6
202,Late Growth,32.5,34.0,81,1005,5
203,Late Growth,32.5,34.0,82,1005,6
204,Late Growth,32.5,34.0,78,1005,7
205,Late Growth,32.5,34.0,80,1005,6
206,Late Growth,32.5,34.0,81,1005,5
207,Late Growth,32.5,34.0,82,1005,6
208,Late Growth,32.5,34.0,79,1005,7
209,Late Growth,32.5,34.0,80,1005,6
210,Late Growth,32.5,34.0,81,1005,5
211,Late Growth,32.5,34.0,82,1005,6
212,Late Growth,32.5,34.0,78,1005,7
213,Late Growth,32.5,34.0,80,1005,6
214,Late Growth,32.5,34.0,81,1005,5
215,Late Growth,32.5,34.0,82,1005,6
216,Late Growth,32.5,34.0,79,1005,7
217,Late Growth,32.5,34.0,80,1005,6
218,Late Growth,32.5,34.0,81,1005,5
219,Late Growth,32.5,34.0,82,1005,6
220,Late Growth,32.5,34.0,78,1005,7
221,Late Growth,32.5,34.0,80,1005,6
222,Late Growth,32.5,34.0,81,1005,5
223,Late Growth,32.5,34.0,82,1005,6
224,Late Growth,32.5,34.0,79,1005,7
225,Late Growth,32.5,34.0,80,1005,6
226,Late Growth,32.5,34.0,81,1005,5
227,Late Growth,32.5,34.0,82,1005,6
228,Late Growth,32.5,34.0,78,1005,7
229,Late Growth,32.5,34.0,80,1005,6
230,Late Growth,32.5,34.0,81,1005,5
231,Late Growth,32.5,34.0,82,1005,6
232,Late Growth,32.5,34.0,79,1005,7
233,Late Growth,32.5,34.0,80,1005,6
234,Late Growth,32.5,34.0,81,1005,5
235,Late Growth,32.5,34.0,82,1005,6
236,Late Growth,32.5,34.0,78,1005,7
237,Late Growth,32.5,34.0,80,1005,6
238,Late Growth,32.5,34.0,81,1005,5
239,Late Growth,32.5,34.0,82,1005,6
240,Late Growth,32.5,34.0,79,1005,7
