Day,Growth Stage,Minimum Temperature (°C),Maximum Temperature (°C),Humidity (%),Pressure (hPa),Precipitation (mm)
37,Growth,28.0,48.0,70.0,997.0,5.0
38,Growth,28.5,48.5,75.0,996.5,4.5
39,Growth,29.0,49.0,80.0,996.0,6.0
40,Growth,29.5,49.5,70.0,995.5,5.0
41,Growth,30.0,50.0,75.0,995.0,4.0
42,Growth,30.5,50.5,80.0,994.5,5.0
43,Growth,31.0,51.0,70.0,994.0,6.0
44,Growth,31.5,51.5,75.0,993.5,3.5
45,Growth,32.0,52.0,80.0,993.0,5.5
46,Growth,32.5,52.5,70.0,992.5,6.0
47,Growth,33.0,53.0,75.0,992.0,5.0
48,Growth,33.5,53.5,80.0,991.5,4.0
49,Growth,34.0,54.0,70.0,991.0,5.5
50,Growth,34.5,54.5,75.0,990.5,6.5
51,Growth,35.0,55.0,80.0,990.0,4.0
52,Growth,35.5,55.5,70.0,989.5,5.5
53,Growth,36.0,56.0,75.0,989.0,6.0
54,Growth,36.5,56.5,80.0,988.5,4.5
55,Growth,37.0,57.0,70.0,988.0,5.0
56,Growth,37.5,57.5,75.0,987.5,6.0
57,Growth,38.0,58.0,80.0,987.0,5.0
58,Growth,38.5,58.5,70.0,986.5,4.0
59,Growth,39.0,59.0,75.0,986.0,5.0
60,Growth,39.5,59.5,80.0,985.5,6.0
61,Growth,40.0,60.0,70.0,985.0,5.5
62,Growth,40.5,60.5,75.0,984.5,4.0
63,Growth,41.0,61.0,80.0,984.0,6.0
64,Growth,41.5,61.5,70.0,983.5,5.0
65,Growth,42.0,62.0,75.0,983.0,6.5
66,Growth,42.5,62.5,80.0,982.5,4.0
67,Growth,43.0,63.0,70.0,982.0,5.0
68,Growth,43.5,63.5,75.0,981.5,6.0
69,Growth,44.0,64.0,80.0,981.0,5.5
70,Growth,44.5,64.5,70.0,980.5,4.5
71,Growth,45.0,65.0,75.0,980.0,6.0
72,Growth,45.5,65.5,80.0,979.5,4.0
73,Growth,46.0,66.0,70.0,979.0,5.5
74,Growth,46.5,66.5,75.0,978.5,6.0
75,Growth,47.0,67.0,80.0,978.0,4.0
76,Growth,47.5,67.5,70.0,977.5,5.0
77,Growth,48.0,68.0,75.0,977.0,4.5
78,Growth,48.5,68.5,80.0,976.5,6.0
79,Growth,49.0,69.0,70.0,976.0,5.0
80,Growth,49.5,69.5,75.0,975.5,6.5
81,Growth,50.0,70.0,80.0,975.0,4.0
82,Growth,50.5,70.5,70.0,974.5,5.5
83,Growth,51.0,71.0,75.0,974.0,6.0
84,Growth,51.5,71.5,80.0,973.5,4.0
85,Growth,52.0,72.0,70.0,973.0,5.0
86,Growth,52.5,72.5,75.0,972.5,6.0
87,Growth,53.0,73.0,80.0,972.0,4.5
88,Growth,53.5,73.5,70.0,971.5,5.0
89,Growth,54.0,74.0,75.0,971.0,6.0
90,Growth,54.5,74.5,80.0,970.5,4.0
91,Maturation,55.0,75.0,70.0,970.0,5.5
92,Maturation,55.5,75.5,75.0,969.5,6.5
93,Maturation,56.0,76.0,80.0,969.0,5.0
94,Maturation,56.5,76.5,70.0,968.5,4.5
95,Maturation,57.0,77.0,75.0,968.0,6.0
96,Maturation,57.5,77.5,80.0,967.5,5.0
97,Maturation,58.0,78.0,70.0,967.0,4.0
98,Maturation,58.5,78.5,75.0,966.5,5.5
99,Maturation,59.0,79.0,80.0,966.0,6.0
100,Maturation,59.5,79.5,70.0,965.5,5.0
101,Maturation,60.0,80.0,75.0,965.0,4.5
102,Maturation,60.5,80.5,80.0,964.5,5.0
103,Maturation,61.0,81.0,70.0,964.0,6.0
104,Maturation,61.5,81.5,75.0,963.5,4.0
105,Maturation,62.0,82.0,80.0,963.0,5.5
106,Maturation,62.5,82.5,70.0,962.5,6.0
107,Maturation,63.0,83.0,75.0,962.0,4.5
108,Maturation,63.5,83.5,80.0,961.5,5.0
109,Maturation,64.0,84.0,70.0,961.0,6.5
110,Maturation,64.5,84.5,75.0,960.5,5.0
111,Maturation,65.0,85.0,80.0,960.0,4.0
112,Maturation,65.5,85.5,70.0,959.5,5.5
113,Maturation,66.0,86.0,75.0,959.0,6.0
114,Maturation,66.5,86.5,80.0,958.5,4.0
115,Maturation,67.0,87.0,70.0,958.0,5.0
116,Maturation,67.5,87.5,75.0,957.5,6.0
117,Maturation,68.0,88.0,80.0,957.0,4.0
118,Maturation,68.5,88.5,70.0,956.5,5.5
119,Maturation,69.0,89.0,75.0,956.0,6.0
120,Maturation,69.5,89.5,80.0,955.5,4.0
